text,label,reason
"Почему на выборах нет варианта я против всех?
Абстейн деген вообще не то, будто бы просто стараются никого не обидеть",NOISE,Expressing political opinion.
"Я считаю что соляк отель Калифорния был самый мощный среди всех соляков
Но по сути как фанат проявления рока в любом виде, я так рад что у нас в унике был такой ивент
Арт революшн настоящие молодцы",NOISE,Expressing strong opinion.
"Кнб шник ещё и кс ник что за. Кажется я даже боюсь раскрыть про него, а вдруг он тут просто легально никому не мешая учиться :)",NOISE,Personal observation/fear.
Настолько одиноко в унике что могу целый день не говорить вообще ничего. Вечером дома даже издаю рандомный звук чтобы вспоминать какой у меня голос...,DISTRESS,"Expresses intense loneliness, emotional pain."
"Upd: мне все ещё не вернули деньги, пижу каждый день",NOISE,Situational complaint about money.
"Я подошел к реке, думал умереть утонув. Но просто посидел. Не смог. Не захотел. Сейчас иду по набережной.",DISTRESS,Expresses suicidal ideation.
"Я так и не понял почему Латино станцевали на эвордс. Там не были никакого аудишна что ли?
Их номер блекнет на фоне всего остального.",NOISE,"External critique, personal opinion."
"очень обидно за қазақстейдж. Надеюсь вы не будете долго грустить :(
Для меня вы всегда победители!",NOISE,"Expresses sympathy, offers encouragement."
"ну почему у меня весь движ происходит в одно и то же время бляяяяя, как заебало
как намечается у меня че-то очень важное с учебой или работой связанное, то так сразу друзья все кенты просыпаются, куда-то собираются идти повеселиться, и я остаюсь как лох один
как такое контрится ваще",NOISE,"Situational complaining, feeling left out."
"ребят срочно нужна помощь по калк2, такое ощущение что я ничего не понимаю, даже если решаю по текстбуку: чалю темы оттуда, но не могу решить проблем сеты… напишите пж кто готов помочь просто объяснить",ALL_OR_NOTHING,Absolute statement of failure.
"блин просрал все важные ивенты, как мне жить?",ALL_OR_NOTHING,Absolute statement of total loss.
"Мне кажется надо в будущем всерьез заниматься целесобразностью того что мы занимаемся рожанием 2500 слов по казахскому в качестве финальной работы, особенно технарям. Надо установить чтобы было максимум 1000. Это просто пиздец как надо воду лить",NOISE,External complaint about requirement.
"Сообщение отправку которого я еле сдержал: И если честно не очень красиво в последний момент говорить что не сможете прийти на офис аурс а затем как я сходил даже не поинтересоваться что было у нас не так, и не обсудить наши следующие шаги. У всех есть дела, работа и тд , но прошу понимать что это групповая работа до самого конца и ждать от одного человека действий не правильно. ..АААА как же бесят групповые работы, бесит когда все опаздывают и не приходят во время, бесит когда ждут от тебя указаний и понимают что ты ответственный , что сами ничего самовольно не сделают.",NOISE,Expresses strong external anger.
С КАКИХ ПОР ВСЕ НАЧАЛИ СМОТРЕТЬ ГРИФФИНОВ НА ФОНЕ???? Я ИХ СМОТРЕЛ ДО ТОГО КАК ОНИ СТАЛИ МЕЙНСТРИМОМ,NOISE,Lighthearted complaint about mainstream.
"Почему в калке 2 так дохуя разных тем? Я вроде все знаю, но все все равно вылетает из головы…",ALL_OR_NOTHING,Absolute inability to retain information.
"Такое ощущение, что 'Что происходит?
Все планы идут наперекосяк, все стратегии начинают проваливаться, и тебе кажется, что время пролетело слишком быстро, а ты остался позади, и вот уже неудача стучится в дверь, и все получат то, что хотели, а ты останешься один, впереди темные времена, и это конец.

В эти времена, мой спутник, нам нужна ясность,
и вопрос: “Что ты будешь делать?” ,
Неудача не вечна, она “формирует”.
Эти времена высокого давления, эти трудные времена, они не для того, чтобы остаться, они для того, чтобы выстроить вас, это давление и абсолютная темнота, она здесь, чтобы заставить вас быть сильным, Так что же вы будете делать?
Сядете ли вы в темном углу комнаты, заплачете и скажете: “Я обречен”, или снова встанете на ноги, посмотрите проблемам в глаза и скажете: “Я никуда не уйду”.",NOISE,"Motivational speech, not personal distortion."
"я агностик, но никогда не пробовал свинину. есть ли еще люди такие? вы планируете попробовать или также будете избегать это блюдо?",NOISE,"Asking a question, seeking opinion."
"всем хорошей и продуктивной недели, и мне в том числе!",NOISE,"Positive greeting, well wishes."
"Qluqva, перепробовал бы все ваши бабл ти, но у меня диабет( Есть ли у вас напитки с сахзамами?",NOISE,"Practical question, situational."
Меня беспокоят больше всего деревья. Опять похолодание и листки упадут так и не появившись. Вот такая вот природа.,NOISE,External concern about nature.
"Чето все забыли про Боку но пико, я не позволю вам!",NOISE,Humorous statement about anime.
"Очень бесят взрослые люди ученики которым преподаю английский. Люят ставят свои приоритеты и требования выше моего метода преподавания. Я блять просто так чтоли задаю домашние задания. Они умудряются это не делать. На уроке нихуя не записывают даже если я говорю чтобы записали. Слова не учат. Грамматику матчасть не хотят учить. Потом приходят с пеной у рта говоря что я что-то неправильно делаю. Еще и спрашивают почему они не могут все еще разговаривать на английском. Блять, они чем думают когда приходят на уроки? Кто-нибудь преподавал взрослым? Мне одному такие попадаются? Долбоебы борзые, пидорасы блять. Охуели. Да пошли они нахуй суки",NOISE,"Extreme anger, external complaints."
я в раздевалке в библо оставил футболку допустим но смогу забрать его через 2 недели - никто не заберут же? знаю что людям так пофиг на мою футюолку но все равно,MIND_READING,Assumes others' indifference.
"пиздец, читаю как некоторые пишут по 4-5 историй, и понимаю, что у меня даже 2 не наберётся... больно читать 

берегите себя",DISTRESS,Expresses personal pain/sadness.
"бывает я живу живу, вроде все норм. Потом я вспоминаю что меня ебал мужик вдвое старше меня за деньги, и не хочу больше дышать. Господи какая же моя жизнь конченная",ALL_OR_NOTHING,Global negative self-evaluation.
"Love the pain. You will encounter suffering, humiliation along your journey. You should emrace the pain, accept it, love it, because it is real. Pain is the only way to change. In the end pain is here to ask you a simple question - do you really want to achieve your goal, or are you just a talker. I love the pain, I embrace the ugly, miserable, the pain. Just shut up, and enjoy the pain.",NOISE,"Philosophical, external motivation."
"there's nothing the matter with me, nothing's the matter with me",ALL_OR_NOTHING,Absolute statement of perfection.
"Lace Me теперь всегда будет ассоциироваться с прекрасными днями в НУ. Masterpiece! Нысан, продолжай в том же духе!",NOISE,Positive comment/appreciation.
"почему все говорят что вллщикам трудно найти работу и правда ли это? я так же рассматриваю социологию, но вот думаю, будет ли потом трудоустройство в кз?",NOISE,Asking for information/advice.
"Нужны контакты ЕНУшников, которые шарят за общежитие и что делать если не дают возможность остаться в общаге ЕНУ. Знакомый там не шарит что-как, да я знаю он очень социальный. Со мной не хочет общаться на эту тему и я боюсь. Пожалуйста помогите, он может стать бездомным в след году",NOISE,Asking for help.
"я случайно выигрвл 2 миллиона, что лучше всего делать с деньгами?",NOISE,Asking for advice.
"Вот и прошел мой первый курс в унике. За этот год не смогла по настоящему сблизиться ни с кем. Не нашла лучшую подругу. Все люди вокруг всего лишь максимум хорошие знакомые. Перейти на новый уровень отношений для меня очень сложно, как будто все просто мимолётные знакомые и у всех свои лучшие подруги. Хочу бестис как у других девушек с которыми они проводят много времени вместе и духовно тоже близки. Чувствую себя очень одиноко, завтра собираюсь домой и дома тоже не очень хорошая атмосфера, как перестать чувствовать одиночество.",DISTRESS,Expresses profound loneliness.
"Всем известный факт то в зеркале мы красивее чем на фото из-за того что на фотографии развернутое изображение, а в зеркале - зеркально отраженное, но даже без этого я выгляжу уродливо на видео. Все из-за мимики. В зеркале я вижу себя и контролирую мимику, но без него я могу зажимать губы, щуриться или странно улыбаться. Снимала себя со стороны по приколу когда готовлю и была в ужасном шоке…
Как научиться выглядеть хорошо всегда? Есть какие-то советы, проверенные методы? В голову приходит только снимать себя почаще когда занимаюсь своими делами и исправлять",NOISE,"Self-criticism, seeking advice."
"Я конечно все понимаю, но ЗАЧЕМ НА ПАНИНИ В ДЕЙЛИ ЦЕНЫ ПОДНЯЛИ ОНО ВООБЩЕ РАНЬШЕ 1100 СТОИЛО А ЩАС 1600 ЧТО ЗА ФИГНЯ",NOISE,Situational complaining.
"Чем вообще заняться в Астане? У меня три недели отдыха есть и кенты все разъехались, даже хз чем себя занять.",NOISE,Asking for advice.
"Пиздец бля 
Перваш, в фолле по учебе всё было вполне даже хорошо, а в спринге на грани лишения стипендии. Из-за этих жизненных обстоятельств я так устал уже",DISTRESS,Expresses exhaustion and frustration.
"Мне нужна инфа по отработке после уника. Как можно облегчить эту участь? Можно ли найти дистант. работу и все равно уехать? Можно ли уехать на магистратуру загран, а уже после неё отработать? Можно ли начать отрабатывать пока учишься?",NOISE,Asking for information.
"Ребята, если отправил студент хелз справку 075 но они мне ничего не ответили это нормально?",NOISE,Asking for information.
"Всем привет, я кс-ник первого курса, который собирается перевестись на матем. Я не закрыл линейку и боюсь что ворклоуд на 2 курс будет сильным. Как вы думаете мне лучше закрыть летом линейку или будет норм если я его на 2 курсе закрою ( но желания остаться в своем городе сильное).",NOISE,"Expresses fear, asks advice."
"Мои русские знакомые всегда жалуются на расизм в их сторону. Я не знаю, как реагировать на этот бред, честно",NOISE,External complaint/confusion.
"Если кнопка сенд ту эдвайзер горит серым это значит я случайно на нее нажал? Или она у всех так? 
Я в вл если важно",NOISE,Asking for information.
"Мой младший братик шарит за политику и мне от этого плохо. Ему 10 лет, он хорошо разбирается в истории, но я считаю ребенок не должен задумываться о политике. Политика это всегда пропаганда, и надо понимать, что пока ты сидишь и принимаешь свою дозу пропаганды, с другой стороны дискуссии сидит такой же человек и принимает свою дозу, но уже другой пропаганды. Это ещё иногда называют воспитанием, что может ещё хуже сказаться на подрастающем поколении. И никто из вас в большинстве случаев не согласиться с одним фактом, опровергающим вашу пропаганду, к которой вы привыкли.
Давайте нация не будет определять, поддерживает ли человек методы определенных властей – для счастливой жизни вам не надо быть на той или иной стороне чаши, будьте выше этого",NOISE,General social commentary.
"Я так устала. Ничего не выходит, родители ставят на мою учебу всё, а я на пробейшне. Жить с ними ещё невыносимее чем справляться с учебой. На меня давят якобы из-за меня приходиться вкладывать а я не помогаю никак и не инициативная. В отношениях мне кажется ему нужна более любящая чем я, я вообще не его типаж. В работе нихера не получается. Вчера гуляла по мосту и подумала что хочу прыгнуть, помню что течение давно в 17-18 лет убило так тетю, пробежали эти мысли пару дней назад. А сегодня после ссоры с матерью вообще это уже звучит как план. Наверное я очень слабая для этой жизни и универа. Я очень устала. Я не вижу места в этой жизни для себя. Простите, что вам это пишу",ALL_OR_NOTHING,Statements of total failure.
"привет всем! если кто выпускается из нусома, и у вас только один гость. можете оставить комментарий? мой близкий человек прилетает с другой страны ради этого, и если была возможность, я бы хотела чтоб он присутствовал. можем договориться, это не будет даром. просто пожалуйста, если есть такие люди, оставьте комментарий ????????",NOISE,"Situational request, seeking help."
"Это правда, что люди в нашей стране пьют в основном чай без молока? Уже поссорился с тремя друзьями из-за того, что наливал им чай с молоком. Они знатно так обматерили этот чай

Сам из Уральска и в нашей семье всегда пьют чай с молоком. В НУ заметил, что если пьют чай, то без молока, но я думал пьют так, потому что молока нет или ходить впадлу",NOISE,"General discussion, cultural observation."
"Всем привет!

У меня близкая подруга лудоманит жестко, что можно сделать? Есть ли специальные места в Астане, где ей смогут помочь избавиться от этого? Пожалуйста, помогите :(",NOISE,Seeking advice for friend.
"заканчиваю 2 курс. никаких академ достижений, достижений вне универа нет. особо ничего не умею. но хочу начать исправляться, так как потом в магу и на разные программы подавать хочу.

как и чем можно за лето и фол 3 курса апргейднуться? какие скиллы можно прокачать и как?

буду очень благодарен если найдете время на развернутые ответы:) хе-хе

P.S но пж давайте без 'не надо чисто ради сивишки делать'. мне сейчас так надо, его наполнять с нуля. поймите ситуацию человека.",NOISE,"Seeking advice, self-improvement."
"Ешқашан мұңаймашы. 'Асылып өлемін, өз-өзіме қол жұмсап' - нахуй керегі бар оның? Біреудің көті қисаймайды оған, әлде мүйіз шықпайды біреуге. Просто өмірді өзің үшін сүр. Мен сияқты болшы!",NOISE,Giving blunt advice.
"Вам не кажется, что у людей все чаще и чаще появляются сезонные аллергии? В детстве например у меня такого не было. Некоторые говорят что это связано с полигоном в Семее и проявлением радиации..",NOISE,"General question, observation."
"Я устала думать кем я стану после универа, как заработаю на кв, машину и тд.",DISTRESS,"Expressing fatigue, overwhelmed."
Пришло письмо с апрувом дорма но я не собираюсь летом в дорме. Если заигнорю все ок же да,NOISE,Practical question.
"3х летняя отработка это самая глупая честно полиси. Откуда мне знать что я хочу сразу после универа? А может я хочу на магу, а вдруг через год работы я пойму что мне нужно пойти и учиться потому что я недостаточно умет в этой сфере? Может я вообще захочу поменять сферу.  Но нет, надо работать еще 2 года потому что так надо. Просто была бы возможность уйти на магу через некоторое время, а не только через 3 года работы. Государство реально думает что я уже все знаю о себе? Было бы лучше если бы была возможность уехать на магу в любой год. а тут теперь придумывай как пройти эту схему",NOISE,Complaining about policy.
"Перечислите все минусы быть Астана резом и не жить в дорме. Мне нужно составить список и кроме режима сна, нехватки времени ничего грандиозного не приходит в голову. Только без шуток",NOISE,"Seeking information, opinions."
"Бляя, где найти норм работу в Астане на лето?? С зп 200к+.я в ахуе от вакансий, людям с высшим образованием типо юриспруденции, бухгалтерии, фармакология предлагают зп 250к,как я должна найти норм работу. Кому нибудь нужен работник, хороший? Я возьмусь за все что угодно",NOISE,Venting external anger.
"Что делать в таких ситуациях с мамой? На психолога у меня денег нет, поэтому я спрашиваю тут.

Только что я загружала посудомойку, приходит мама, спрашивает почему у нас дома вечно срач и молча начинает загружать ее вместо меня, хотя я уже начала и спокойно загружала посуду. Ну я и ухожу. 

А теперь она разозлилась и ведет себя агрессивно. Что делать? Как поговорить, чтобы не вывести на больший конфликт?",NOISE,Seeking advice for conflict.
"Марко Ройс, мой любимый Марко Ройс… Все равно легенда, все равно достоин всего наилучшего в мире…",NOISE,Expressing admiration.
"Что прикреплять в подаче на дорм, чтобы доказать, что отца нет? Они с мамой никогда женаты не были и он просто ушел от неё когда я был зачат. Всё что я знаю о нём это ФИО (по свидетельству о рождении). Какие документы прикреплять?",NOISE,Practical question.
Что будет если я не оплачу дорм на лето? Мне его предоставили,NOISE,Practical question.
"Я втораш КС и моя девушка не смогла поступить сюда. Предлагает тоже уйти и поступить с ней зарубеж(Италия, мол апликэйшены еще открыты).  Я хз как отказать или все же уйти с ней???",NOISE,"Seeking advice, indecision."
"я не могу смириться с тем что моя сестренка взрослеет. Она мне всегда кажется такой маленькой и миленькой. Я понимаю что это мои проблемы, но когда вижу что она уже мыслит и действует как подросток, у меня чуть чуть болит сердце потому что понимаю что она уже не моя бопешка.",DISTRESS,Expressing emotional pain.
Никто не предупредил меня о том что взрослая жизнь это так одиноко,ALL_OR_NOTHING,Uses absolute 'Никто'.
Никто не читайте последнюю главу Человека-Бензопилы. Я вас предупреждал,NOISE,Giving advice/warning.
"Мне морально больно. Со мной мало кто хочет общаться just cause I got a bad reputation. 
Это все ложные слухи, с которыми я не боролся и игнорировал целый год, думая что все пройдет. Никак нет, для всех это стало чистой правдой и опровергать уже поздно. А мне очень неприятно от предвзятого отношения. Даже незнакомцы, которых я знать не знаю и с которыми даже нет общих знакомых меня оскорбляют. Что делать?",MIND_READING,Assumes 'для всех это правда'.
Ерасыл К. это была худшая речь из всех что я слышал,ALL_OR_NOTHING,Worst speech ever heard.
"Сәлем қыздар! 
Сіздерге бір өтінішім бар еді. Кім жүзуге үйрете алады?) I can say I am totally zero at swimming, but want to lear it. Somehow afraid to lear it alone, батып кетемін ба дегендей. 3-4 рет бірге барып үйретіп жіберетін адам болса комментке жазып кете аласыздар ма))",ALL_OR_NOTHING,Totally zero at swimming.
"Поступил на магу во Францию. Программа длится два года, после этого мне будет 23. Меня военкомат не будет искать пока я в другой стране? После маги надеюсь устроиться на работу во Франции. Как можно всё так сделать, чтобы в армию не забрали? За все эти ваши военные кафедры, воинские учеты вообще не шарю. Как-то проворонил все это, а теперь вдруг заволновался",NOISE,Asking for practical advice.
"Дали шанс после аппила. Я поверить не могу как так то с моей ситуацией все еще оставили. Спасибо. 
Вопрос есть: дали шанс на еще один семестр это имеется ввиду осень или лето?",NOISE,"Expressing gratitude, asking question."
"Я устала слышать, что я доска. Мой bf постоянно говорит мне накачать зад и есть капусту для груди. Мне жутко стыдно за свою худобу, а gain weight очень сложно. Иногда на улице люди комментируют мою худобу и реагируют они плохо. Я хочу быть стройной и красивой, а не все это..",DISTRESS,"Expressing shame, emotional pain."
"Кому-нибудь еще пришел вл от мастерс НУ? Это у всех или только у меня написано, что '...you are at the bottom of the ranking list...'? Это дефолтное сообщение или они показывают, что я в конце списка?",NOISE,Asking for clarification.
Мне кажется студенты всех вузов должны выйти на митинг против отработки. Так как это скорее трудовое рабство.,NOISE,Suggesting collective action.
"Мне одному всегда очень хочется спать с 16:00 до 6 вечера, и не чалиться нифига?",NOISE,Asking about common experience.
"В комнате на светильнике на потолке ночью можно увидеть как горят красные огоньки оттуда. Без шуток пожалуйста, я просто параноик.) Только заметила. Датчики дыма?  У всех же такое? Или почему может быть?",NOISE,Asking for explanation.
"Почему многие считают что в случаях с жертвой и агрессором всегда виноват только агрессор? Бесспорно агрессор всегда виноват в большей степени, но временами действия жертвы тоже являются причиной трагедии. Условно если я ночью решу пройтись по темной улице где мне скорее всего дадут пизды/ограбят/убьют то разве вина не будет частично лежать на мне?",NOISE,"Philosophical discussion, debate."
"В последнее время хочется уехать жить далеко на север страны. Лет 5 назад в Астане ещё жить можно было, а сейчас на каждом углу мамбеты, свистящие, орущие «щщс акес суйтсей буйтсей», бородачи скандалящие в очередях, маленькие девочки в хиджабах. Мрак. Я не говорю, что все южане такие, у меня есть вполне культурные знакомые оттуда, но многие будто не учатся цивильному образу жизни тут в столице, а устанавливают свой привычный и город превращается в клоаку.",NOISE,Expressing external frustration.
"очень надеюсь что пока я жив, казахстан все таки станет центральноазиатской скандинавией",NOISE,Expressing hope for future.
"Ребята, я недавно пробил в гетконтакте. И там показывается все мои адреса. Как убрать это не знаете?",NOISE,Asking for technical advice.
"велосипедное комьюнити самое отвратное
велосипеды себе смотрел, в тт в рекомендации начали видосы попадаться, так там бля в комментариях такой пиздец пишут по типу

ты либо катаешься на углеродной золотокаталке с шимано ультегра а лучше сразу дюра эйс с электроприводом на шоссейнике
либо вообще не катаешься потому что если ты на первый велосипед не тратишь тысячи 2 долларов минимум, значит педали крутить это не для тебя
зачем ты взял *любой бюджетник*, фу ашан байк, самый низ низов мне было бы стыдно такой даже на мусорку везти, иди купи эндюренс топовый заебал",ALL_OR_NOTHING,Community 
"Привет, ребят. Наконец я начну получать хорошую зп и хотел бы задуматься о том как правильно научиться работать с деньгами, приумножать их, а не просто копить. Кто-нибудь занимается инвестициями? Как можно научиться потихоньку инвестировать? Есть ли уроки/онлайн курсы для этого? Можете порекомендовать таковые или дать советы по тому как умно обратиться с накопленными деньгами? Всем спасибо!",NOISE,Asking for financial advice.
"Я не плакал года три-четыре. До сегодняшней ночи. 
Пока близкий друг рассказывал о том как не хочет терять своего деда, слезы лились сами по себе",DISTRESS,Describing deep emotional experience.
"Мы сдавали форму 063 (ныне 065) при поступлении в уник? Я просто помню, что в последний раз держал её в руках после 11 класса. Иногда по ошибке сдавал оригинал таких форм или флюорографию на работу, что означает, что, скорее всего, я сдал оригинал 063 универу. В таком случае могу ли я получить её обратно и к кому обратиться? Рахмет!",NOISE,Asking for practical information.
"ребята

у меня есть шрамы от сэлфхарма на руке внутренней стороне. до этого родителям было все равно и как то никто не замечал но впервые еду на настолько долгий период и страшно что спалят.  Что можно сказать чтобы отмазаться кроме как сказать что их избиения в детстве сделали меня ментально больной и я на грани суицида",DISTRESS,"Expressing fear, self-harm history."
"первый курс прошел и ничего абсолютно сделать или хоть чего то достичь не смог, в резюме мне добавить практически нечего кроме образования, как составлять его я не знаю, с чем теперь стажировки искать тоже хз. жизнь проносится а я сижу на попе и стагнирую",ALL_OR_NOTHING,"Absolutely nothing achieved, stagnating."
"Не думаю, что совсем на блате учиться возможно в НУ. Гораздо легче в какой-нибудь шараге, где не надо даже появляться, все за деньги будет решено. Здесь я все таки думаю, нужно хоть как-то напрягаться, поэтому даже если кто-то буст получил в адмишинс, то он все равно не совсем безнадежный. И вообще разница не особо большая с теми кто несколько лет назад поступил с вл с баллами ниже минимальных требований, потому что в тот год резко увеличили количество студентов для потока. Но вообще конечно ситуация не очень, но по сути в других универах, например сша, можно поступить как legacy или за donation. Same thing tbh.",NOISE,Discussing university admissions.
"Я окончательно разочаровался в либералах. Организовать убийство противника это уже перебор. Всегда говорил что эти твари не умеют в политику, они чистое зло. Слава трампу, слава карлену, слава маску",NOISE,"External anger, political opinion."
"Что делать если я 4-курс экон, и мне осталось закрыть 1 трехсотый экон, но там второй приоритет для меня? Третьяши ведь заберут все трехсотые, подскажите пожалуйста",NOISE,Asking for advice.
"Жаль что многие не поднимают эту тему. Но в казахстане лгбт сообществу сложно жить. Я не знаю чего плохого вы в нас нашли? Неужели сложно просто забить на наше существование и не преследовать каждого? Я не виноват что я гей. Я долго молчал но после того как меня и моего парня побили. Я хочу кричать чтобы услыхали все.

Твой Н",DISTRESS,Expressing deep personal pain.
"я попал в НУ по блату, но у меня все равно два динс листа)",NOISE,Sarcastic self-deprecating statement.
"Я на самом деле фейк Бейбибоя и все еще оставляю здесь комментарии и читаю посты, сейчас напишу это со всех других аккаунтов что бы вы знали",NOISE,"Irrelevant, attention-seeking."
"чтобы ра стать, надо свою св показывать, делиться опытом и так далее
я вот студент второй курс, что мне можно вообще в св добавить, у меня ни работы ни опыта ничего, а чтобы это ничего в что-то превратить, надо чтобы что-то уже в св было. я не понимаю помогите",NOISE,"Asking for advice, confusion."
"Пацаны качки. я жирный дрыщ(skinny fat). как решать проблему? 
рост - 188см, масса - 82кг",NOISE,"Specific self-criticism, asking advice."
I am 19 years old and just finished my 1st year. Being unemployed just makes me feel like a failure and i am constantly anxious. Am i the only one?,DISTRESS,"Feeling like failure, anxious."
"мехи 3, 4 курс. кароче такая темка, все вместе скидываемся по 3 стипендии. я там накидал выйдет лямов 20, и небольшую стошку и сменами. каждый в доле, поделим честно, потом уже на республику выйдем потихоньку",NOISE,"Irrelevant, group proposal."
"Писец, шандарахнуло током от гирлянды, спустя 5 минут все мышцы болят, я овощ",ALL_OR_NOTHING,"Hyperbolic self-labeling, total incapacitation."
"Я провела свое лето так ужасно и не продуктивно, прям ничего полезного не делала. Думаю вот в след году взять летник и остаться в Астане. Но чувство что не буду с семьей летом тоже немного тревожит. Летник хорошая идея?",ALL_OR_NOTHING,"Absolute statement, nothing productive."
"В общем, мойка открылась на территории ну для всех (с города в тч). Схема такая - заезжает и говорит на мойку, оставляет машину, а сам топает харасить всех лол. Вот рил, всякие люди заезжают, уже был случай когда вслед мне «по кис кисникли» втф вообще. 
Как хорошо, что я это моц последний год тут, с опен кампусом вообще черти что будет",NOISE,"Situational complaining, annoyance."
"Я очень трепетно отношусь к правилам хорошего тона. Как передать тарелку. Не кричать из одной комнаты в другую. Не распахивать закрытую дверь без стука. Пропускать вперед даму. Цель всех этих бесчисленных простых правил – сделать жизнь лучше. Мы не можем жить в состоянии хронической вoйны с родителями – это глупо. Я тщательно слежу за своими манерами. Это не какая-нибудь абстракция. Это всем понятный язык взаимного уважения.

Джек Николсон",NOISE,"Philosophical reflection, quote."
"Если я сделаю чек-аут(у меня та же комната, в которой я сейчас) платить за 2 недели брейка надо или нет? Или оно все равно в стоимость семестра войдет?",NOISE,Asking practical question.
"А НУшники могут идти волонтерами на Игры Кочевников? 
Просто говорят что будут давать освобождение всем вузам. 

И встает такой вопрос, в НУ такое принимается? Просто я перваш и поэтому не знаю как тут с освобождениями",NOISE,Asking practical question.
"Че делать, если выгляжу на 15, мне 20. Низкий, детское лицо, мало волос на лице и теле.
Все перепробовал: накачаться, поменять прическу, одежду, в общем исправить внешний вид.
Вот думаю взять мазь для роста бороды.",ALL_OR_NOTHING,"Absolute statement, tried everything."
"Бля капец прикалывает какие разные люди бывают в интернете и в жизни. Лично я в инете в спорах не участвую, но часто вижу как некоторые люди могут быть кардинально разными в онлайн пространстве. Да даже тут до фига ярых комментаторов в ВА, которые общаются дерзким тоном на матах, в жизни когда общаешься или видишь их на лекциях и тд ни писка не издают, в глаза не смотрят. Забавно за этим наблюдать.",NOISE,Observation about social behavior.
