text,label
"это пиздец я случайно в женском туалете поссал  это конец????? кажется никто не заметил я понял это только когда вышел",ALL_OR_NOTHING
просто нет сил.,NEUTRAL_DISTRESS
"друзья пошли в кино без меня, они наверняка обсуждают, какой я скучный.",MIND_READING
"парень посмотрел на другую, я ему больше не интересна.",MIND_READING
"я знаю, что все пойдет не так.",MIND_READING
this textbook makes no sense.,NEUTRAL_DISTRESS
"если я не найду работу до выпуска, я бомж.",ALL_OR_NOTHING
"смотря на все это, я переживаю что уник прекратит снабжать корпус туалетной бумагой….",NEUTRAL_DISTRESS
"в последние дни почему-то начала чаще думать о том как справлюсь когда потеряю маму, что со мной станет? все началось с простых мыслей 'блиин, соскучилась по еде мамы' и резко 'когда ее станет, что же будет?'. как избавиться от этих мыслей, сижу и рыдаю без остановки...",NEUTRAL_DISTRESS
my phone died.,NEUTRAL_DISTRESS
мен ештеңе үлгермей жатырмын.,NEUTRAL_DISTRESS
я ноль в программировании. кс 115 совсем сложно будет?,ALL_OR_NOTHING
"хочу спать, но надо ботать.",NEUTRAL_DISTRESS
he thinks i'm desperate.,MIND_READING
"никто не ценит мой труд, абсолютно никто.",ALL_OR_NOTHING
i'm a total failure at everything i do.,ALL_OR_NOTHING
they are judging my accent.,MIND_READING
"instead of studying and doing all the work i cry about having to study and doing all the work, what's that called?",NEUTRAL_DISTRESS
"кассирша закатила глаза, она меня ненавидит.",MIND_READING
she thinks i'm awkward.,MIND_READING
устала быть сильной.,NEUTRAL_DISTRESS
"я всегда о чем то тревожусь. на данный момент я тревожусь о том что я потенциально могу остаться на пятый год. это портит мне все дни. и вчера ко мне пришла мысль, которая меня, как ни странно, не посещала до этого. по факту, я сейчас на 1 курсе, и до 4 курса мне еще жить и срать. и если я так и продолжу постоянно волноваться, но в итоге даже не останусь на пятый год, тогда все эти 3 года я проведу в негативном состоянии? это как то тупо пиздец.  я просто представил, что если реально, у меня не будет никаких проблем с градуейшном?  тогда я оглянусь на свое прошлое, и пойму что просрал все универские годы в тревоге. поэтому с этого дня решил волноваться о проблеме только по мере ее наступления. надеюсь у меня получится",NEUTRAL_DISTRESS
все ненавидят мой голос.,ALL_OR_NOTHING
"люди, как можно справиться с инсектофобией? у нас сейчас сезон жуков, и они тупо везде: перестала выходить на улицу вечером, а еще у нас есть щели на потолке и оттуда падают прямо на пол. думала все станет лучше илм я успокоюсь, но каждым днем мне становится только хуже, не могу спать нормально и просыпаюсь от страха посреди ночи из-за этого. я понимаю я взрослый челеовек и все такое, но 24/7 чувствую страх и никак не могу справиться с этим",NEUTRAL_DISTRESS
мәңгі жалғыз.,ALL_OR_NOTHING
"every time i try, i fail completely.",ALL_OR_NOTHING
менің қолымнан ештеңе келмейді.,ALL_OR_NOTHING
мен ешкімге керек емеспін.,ALL_OR_NOTHING
я всегда все порчу.,ALL_OR_NOTHING
i know the audience is bored.,MIND_READING
мен мүлдем ақымақпын.,ALL_OR_NOTHING
"люди 93-98 года, вы вообще существуете? все кого я знаю либо старше либо младше",ALL_OR_NOTHING
"my code didn't run on the first try, i'm a complete failure as a programmer.",ALL_OR_NOTHING
ол мені мазақтайды.,MIND_READING
i feel lost.,NEUTRAL_DISTRESS
очень хочется спать.,NEUTRAL_DISTRESS
my boss thinks i'm incompetent.,MIND_READING
никто не хочет со мной дружить.,ALL_OR_NOTHING
"блин просрал все важные ивенты, как мне жить?",ALL_OR_NOTHING
"көңіл-күйім жоқ, ешкімді көргім келмейді.",NEUTRAL_DISTRESS
"люди в ну такие классныееее аааааа я не могу. все такие умные милые добрые красивые хорошие классные крутые офигенные ^^ обожаю комюнити этого универа, ребят, вы лучшие, знайте. я думаю нигде в казахстане не найти такого комюнити как тут. <3 <3 <3",ALL_OR_NOTHING
i'm anxious about tomorrow.,NEUTRAL_DISTRESS
"работа в корнере - это труд, который может привести к выгоранию уже после первого дня.  работать так усердно с таким огромным потоком голодых и требовательный фешн мешн gen z студентов - это действительно непросто.  а самое обидное, что за твой труд никто даже не поблагодарит. ни один студент не выдержал бы той нагрузки, которую ежедневно переносят татешки повара. там прям как на войне хотя кажется даже на войне скорее всего не видели такую волну не довольных дай мне дай мне студентов",ALL_OR_NOTHING
i’m tired of eating instant noodles.,NEUTRAL_DISTRESS
"работодатель подумает, что мое резюме пустое.",MIND_READING
"препод так посмотрел, будто я сказал самую тупую вещь в мире.",MIND_READING
it hurts to see them together.,NEUTRAL_DISTRESS
i am the only person on earth who doesn't understand stats.,ALL_OR_NOTHING
i'm tired of being strong.,NEUTRAL_DISTRESS
my anxiety is spiking today.,NEUTRAL_DISTRESS
"ештеңе істегім келмейді, тек ұйықтасам деймін.",NEUTRAL_DISTRESS
в hh всех так быстро и часто отшивают или это только я такое гавно?,ALL_OR_NOTHING
"она посмотрела на меня так, будто я идиот.",MIND_READING
моя жизнь — это одна большая ошибка.,ALL_OR_NOTHING
total failure.,ALL_OR_NOTHING
i know i'm going to fail this exam even though i studied.,MIND_READING
i'll never be good at anything.,ALL_OR_NOTHING
i bet they are talking about me right now.,MIND_READING
скучаю по маминой еде.,NEUTRAL_DISTRESS
i need a hug.,NEUTRAL_DISTRESS
they think i'm weird.,MIND_READING
"все думают, что я клоун.",MIND_READING
they think i have no life.,MIND_READING
"she blocked me on insta, she definitely hates my guts.",MIND_READING
шаршадым.,NEUTRAL_DISTRESS
"она думает, что я глупая, потому что я задала этот вопрос.",MIND_READING
they probably think i'm stupid for asking that.,MIND_READING
"my creative writing is garbage, i should stop writing forever.",ALL_OR_NOTHING
"sometimes i sit at lectures and then imagine insides of my balls exploding for some stupid reason, and then its uncomfortable to sit",NEUTRAL_DISTRESS
i'm just really sad today.,NEUTRAL_DISTRESS
автобус кешігіп жатыр.,NEUTRAL_DISTRESS
"мен ешқашан арықтай алмаймын, мен семізбін.",ALL_OR_NOTHING
"он не поздоровался, он точно меня ненавидит за то, что я сказал вчера.",MIND_READING
my life is over.,ALL_OR_NOTHING
"she viewed my story but didn't like it, she hates me.",MIND_READING
погода ужасная.,NEUTRAL_DISTRESS
everything is falling apart rn.,ALL_OR_NOTHING
everyone is fake in this city.,ALL_OR_NOTHING
i didn't get the internship i wanted.,NEUTRAL_DISTRESS
i know i’m going to get rejected.,MIND_READING
"я не люблю людей, которые много болтают. они все несут какую-то хуйню с умным лицом и такое чувство, будто всех это устраивает. как только я делаю замечание их пустословию, они чувствуют себя пойманными, а остальные не вдупляют и не понимают к чему это было. может проблема во мне? но неужели только у меня с этого горит",ALL_OR_NOTHING
i'm hungry.,NEUTRAL_DISTRESS
i feel overwhelmed.,NEUTRAL_DISTRESS
"if i eat this pizza, i’ve completely ruined my diet.",ALL_OR_NOTHING
сабаққа баруға ерініп тұрмын.,NEUTRAL_DISTRESS
"репетиторы, как побороть страх что у тебя недостаточно знаний для преподавания? хочу вести занятия, но всегда кажется что all i have is not enough",ALL_OR_NOTHING
жаңбыр жауып тұр.,NEUTRAL_DISTRESS
надоело есть доширак.,NEUTRAL_DISTRESS
"я не плакал года три-четыре. до сегодняшней ночи.  пока близкий друг рассказывал о том как не хочет терять своего деда, слезы лились сами по себе",NEUTRAL_DISTRESS
"друзья переглянулись, это точно какой-то прикол надо мной.",MIND_READING
"so tired of writing these essays, brain is frying.",NEUTRAL_DISTRESS
i’m completely cooked on this exam.,ALL_OR_NOTHING
"в тед лассо в одной серии был короткий диалог между тедом и джейми, который шел вроде так:  - hey, jamie, what you'd rather be... a lion or a panda? - coach, i'm me. why would i want to be anything else? - i'm not sure you realise how psychologically healthy that is  и почему-то в тот момент, я тоже ответил на этот вопрос до джейми, что хочу быть собой. тогда я впервые за жизнь осознал, что я правда рад тому, что живу и что мне по-настоящему нравится быть собой. да и спустя столько времени все в моей простенькой повседневной рутине стало лучше.  особо некому об этом рассказать, думаю, меня не поймут, для всех вокруг меня я далек от сентиментальностей и таких подобных мыслей, поэтому вот пишу здесь.",MIND_READING
i'm feeling really lonely in this big city.,NEUTRAL_DISTRESS
"she didn't text back, so our friendship is completely over.",ALL_OR_NOTHING
everyone thinks i don't belong here.,MIND_READING
"nobody replies to me, i must be invisible.",ALL_OR_NOTHING
"қарным ашты, асханада тамақ дәмсіз.",NEUTRAL_DISTRESS
ничего хорошего меня не ждет.,ALL_OR_NOTHING
they think i have no life.,MIND_READING
"каждый день просыпаюсь с одной мыслью как можно быстрее перетерпеть эти часы и снова заснуть. весь день хожу оторванный от себя и реальности кое-как на автомате прохожу сквозь рутину. я очень устал от этого всего, я ничего не хочу и не знаю что делать.",NEUTRAL_DISTRESS
they think i don't deserve this place.,MIND_READING
i'm just really tired today.,NEUTRAL_DISTRESS
"я понимаю не пройти в вокал клаб, туда сложно попасть, ребята улетно поют, но не пройти а чойр… i don’t think i should ever open up my mouth and sing again…  ps. завидую всем кто прошел в вокал",ALL_OR_NOTHING
everyone else has their life together but me.,ALL_OR_NOTHING
"if i don't get an a on this paper, i am a total failure.",ALL_OR_NOTHING
i failed the quiz.,NEUTRAL_DISTRESS
"девушка в автобусе посмотрела на меня и отвернулась, она точно подумала, что я урод.",MIND_READING
"так обидно, что я не прошел отбор в клуб.",NEUTRAL_DISTRESS
they are whispering about my outfit.,MIND_READING
"меня скорее всего захейтят, но что мы можем сделать посреди всего этого дерьма? я искренне хочу помочь, но такое чувство, что от нас здесь прямо ничего не зависит. выкладывать куда-то, петиции, митинги никогда не срабатывали)) надеюсь я ошибаюсь",ALL_OR_NOTHING
"this degree is a total waste of time, i haven't learned a single thing.",ALL_OR_NOTHING
i ruin every chance i get.,ALL_OR_NOTHING
надоело есть одно и то же каждый день.,NEUTRAL_DISTRESS
"с начала летнего семестра заботилась о бабушке, тк у нее периодически то поднимается, то опускается давление, и все это сопровождается головокружением, тошнотой и рвотой. дома я осталась с ней одна, родители в другом городе.  каждый день начинался с ее зовов, вызывали скорую каждый день, но каждый раз отправляли домой, и все по новой. я испытывала/-аю злость и обиду на нее, тк зная особенности своего организма (проблемы с жкт и отсутствие желч. пузыря), она продолжала есть жирную еду и забила на свою диету. она поступила/-ает эгоистично, будто сознательно полагается на меня, что я никуда и не уйду и буду за ней присматривать, в случае если с ней что-то случится. так вот, всю эту неделю я настолько морально истощилась, бабушка буквально чувстовалась как обуза, каждые 2 часа убирать ее рвоту, и это еще самое малое.  я перестала вообще открывать учебный материал, и вообще не имею никакого желания ни жить, ни продолжать учиться.   увидев пост сверху, так же про бабушку, захотелось поделиться. так сложно терпеть все это, тем более когда ты одна с пожилым человеком..(",NEUTRAL_DISTRESS
he thinks i'm desperate.,MIND_READING
"я знаю, что родители разочарованы во мне.",MIND_READING
"заебался депрессовать и иметь суицидальные мысли, не хочу умирать, но как будто места найти в мире, даже на будущий план не могу найти. как будто нет смысла жить, заводить семью, работать ради денег в итак прогнивающем от капитализма и экономического краха мире. кажется, будто в любом случае я ничего не добьюсь. вновь придя после тяжелой утренней мидки, вдобавок просидев всю ночь за подготовкой к ней, имею ужасное черное опустошение внутри, будто действительно мне нечего делать в этом мире.  ложусь на кровать, и просто хочу не просыпаться. ебучая осень.",NEUTRAL_DISTRESS
i will never find a job with this gpa.,ALL_OR_NOTHING
"олар мені топқа қоспады, мені ақылсыз деп ойлайды.",MIND_READING
"она не лайкнула мою новую фотку, она считает, что я плохо выгляжу.",MIND_READING
"бесит, когда интернет лагает во время квиза.",NEUTRAL_DISTRESS
"ол менімен сөйлескісі келмейді, мен оны мезі қылдым.",MIND_READING
i know the professor thinks my question was dumb.,MIND_READING
"she didn't text me good morning, she's losing interest.",MIND_READING
"мои друзья жестко шарят за программирование хотя и не учились на cs некоторые уже работали и за парт тайм получали афигенную зп для их возраста   и хоть мой мэйджор(экон) не связант с прогой, страхи что без умений программировать я останусь ненужным специалистом и не смогу найти высокооплачиваемую работу не покидают меня.  к тому же эти чуваки уже находят себе работу, я испытываю фомо  но самое страшное что мне не нравится програмирование изза того что оно сложное, я пробовал его изучать, но не смог.  с одной стороны не хочу учиться прогать потому что неудачный опыт, не приносит большого кайфа, вопросы о том нужно ли мне это с другой стороны возможность стать эмплойед без диплома с отличной зп",NEUTRAL_DISTRESS
"the barista gave me a weird look, she probably thinks i ordered a stupid drink.",MIND_READING
every single group project i get the worst teammates in history.,ALL_OR_NOTHING
she thinks i'm annoying because i talk too much.,MIND_READING
my eyes hurt from reading pdfs.,NEUTRAL_DISTRESS
"бүгін сабақта ештеңе түсінбедім, миым шаршап кетті.",NEUTRAL_DISTRESS
"idk what im doing wrong. i always try to help first, i can calm person and comfort them in their own way. always chose them over myself. i try so hard that even sometimes i forget about myself at all. i do everything i can.. why can’t they do that the same? is it still not enough? am i still not enough?",ALL_OR_NOTHING
"3 день без теплой воды в дорме... за что мне это, или все это из-за того что я ксник????",NEUTRAL_DISTRESS
i drank too much coffee and now i'm shaking.,NEUTRAL_DISTRESS
"я очень сильно устал. пару месяцев я продуктивный человек, а потом на пару месяцев натуральный овощь. постоянно с одного цикла в другую: в один день я самый ахн человек, а в другой самый х-вый. я даже не замечаю когда я с самого оптимистичного чела превращаюсь в депрессивное чмо. нет этого постепенного перехода или я уловить не могу чтобы остановить. эх я действительно зблся",ALL_OR_NOTHING
"if i’m not the best in the class, then i’m a total loser.",ALL_OR_NOTHING
"she yawned while i was talking, i must be the most boring person alive.",MIND_READING
"я на максимальном похуизме прошел весь семестр (депреснул чутка), аттенданс около нулевой, все мидки так себе. завалил почти всё, выбраться из ямы силы появились только сейчас. что можно сделать? хоть в психдиспансер ложись",NEUTRAL_DISTRESS
"друзья думают, что я скучный.",MIND_READING
he hates me.,MIND_READING
ішім пысты.,NEUTRAL_DISTRESS
мне нужно найти работу.,NEUTRAL_DISTRESS
я потерял проездной.,NEUTRAL_DISTRESS
за один день столько всего навалилось. ощущения что моя дружба с самыми близкими друзьями стремительно ломается. и главное я ничего особо не могу сделать. и все что я делаю или уже сделала наоборот ухудшает ситуацию. скоро поеду домой но не уверена насколько это поможет,NEUTRAL_DISTRESS
я устал учиться.,NEUTRAL_DISTRESS
"i messed up one question, the whole exam is a disaster.",ALL_OR_NOTHING
"i always procrastinate, i’m such a lazy idiot.",ALL_OR_NOTHING
she thinks i'm trying too hard to impress her.,MIND_READING
я никогда не смогу похудеть.,ALL_OR_NOTHING
у меня нет настроения.,NEUTRAL_DISTRESS
"два человека в моей семье пошли на тот самый крайний шаг.   и я сам лично знаю, как это тяжело - бороться с навязчивыми мыслями каждый день. просыпаться и вместо того, чтобы просто встречать новый день, нужно сначала побороть утренние мысли о самовыпиле. это очень и очень трудно. но преодолимо.  все обязательно образуется. все получится. все наладится. верьте в это, если даже придется обманывать себя. я буду верить за всех вас!   take care of yourselves, guys. you are stronger than you all think.",NEUTRAL_DISTRESS
she thinks i'm annoying.,MIND_READING
i'm bored.,NEUTRAL_DISTRESS
"я полный ноль в математике, я никогда не пойму это.",ALL_OR_NOTHING
i just want to sleep.,NEUTRAL_DISTRESS
"он вздохнул, я его раздражаю.",MIND_READING
менің өмірімде ешқашан жақсылық болмайды.,ALL_OR_NOTHING
"ол менің хатымды оқыды бірақ жауап бермеді, мені ұнатпайды.",MIND_READING
мен ешқашан бай болмаймын.,ALL_OR_NOTHING
"люди кто идет на бравый который по турану никогда не стригитесь у сауле, это просто пиздец я плакать хочу. это татешка которой за 50, почему таких берут туда ????????????????",ALL_OR_NOTHING
мен ешқашан жетістікке жете алмаймын.,ALL_OR_NOTHING
она точно обсуждает меня с подругами.,MIND_READING
"it’s either perfection or failure, there is no in-between.",ALL_OR_NOTHING
he probably thinks i'm annoying.,MIND_READING
i feel lonely.,NEUTRAL_DISTRESS
they are judging my food choices.,MIND_READING
"родители думают, что я трачу время впустую.",MIND_READING
надоело все.,NEUTRAL_DISTRESS
"башка просто раскалывается, не могу заставить себя встать с кровати.",NEUTRAL_DISTRESS
"грустно, что друзья разъехались.",NEUTRAL_DISTRESS
"мне теперь кажется группы просто специально ждут пока дофига очереди соберется. потом стоят и смотрят. и тешат свою гордость. видите же что уже люди собрались, зачем не начинать впускать?",MIND_READING
я полное ничтожество без диплома.,ALL_OR_NOTHING
"родители молчат, они наверняка разочарованы моими оценками.",MIND_READING
i feel like crying.,NEUTRAL_DISTRESS
the bus is late again.,NEUTRAL_DISTRESS
"нет сил даже зубы почистить, какой же я уставший.",NEUTRAL_DISTRESS
они смотрят на мои дешевые кроссовки.,MIND_READING
ерасыл к. это была худшая речь из всех что я слышал,ALL_OR_NOTHING
"i literally failed one quiz and now i might as well drop out, there is no point.",ALL_OR_NOTHING
"пожалуйста обьясните всем ли сложно учится в ну? и вообще нормально ли что мне сложно? просто возникает вопрос, вдруг если это сложно, то не мое? а если всем сложно - то ок",ALL_OR_NOTHING
i feel a bit homesick.,NEUTRAL_DISTRESS
у меня никогда не будет нормальных отношений.,ALL_OR_NOTHING
мен ешқашан ағылшын тілін үйренбеймін.,ALL_OR_NOTHING
"опять проспал первую пару, какой же я лох, ненавижу себя.",NEUTRAL_DISTRESS
"моя жизнь — это тотальный провал, ничего хорошего не будет.",ALL_OR_NOTHING
"my code has a bug, i should just drop out of cs right now.",ALL_OR_NOTHING
бәрі мені жек көреді.,ALL_OR_NOTHING
"употребление фруктов вызывает у меня меланхолию и суицидальные мысли. я хз почему, просто собственное наблюдение. психологически хуево мне становится всегда в сезон урожая (конец лета - начало осени) и после нг когда нажираюсь фруктами на каникулах и такое появляется только когда у меня есть доступ к фруктам.  может быть что это какая-то ебнутая аллергия? я слышал что аллергия может вызывать перепады настроения независимо от остальных симптомов и думаю мб у меня как раз такая вещь",NEUTRAL_DISTRESS
i'm so exhausted today.,NEUTRAL_DISTRESS
i know the professor is going to call on me when i'm not listening.,MIND_READING
"ол мені көргісі келмейді, мен оны шаршаттым.",MIND_READING
"every time i try, i fail.",ALL_OR_NOTHING
she thinks i'm ugly.,MIND_READING
"it's -30 outside, i don't want to go to class.",NEUTRAL_DISTRESS
"это полный пиздец, выхода нет.",ALL_OR_NOTHING
"ол маған смайликсіз жазды, маған қатты ренжулі екені анық.",MIND_READING
"все в столовой смотрят на меня и обсуждают, как я ем.",MIND_READING
my entire existence is a mistake.,ALL_OR_NOTHING
i feel like crying for no reason.,NEUTRAL_DISTRESS
"i will never understand coding, i'm just completely stupid.",ALL_OR_NOTHING
i'm worried about money.,NEUTRAL_DISTRESS
"если я не получу а за этот экзамен, то я просто зря трачу время и деньги родителей.",ALL_OR_NOTHING
"there's nothing the matter with me, nothing's the matter with me",ALL_OR_NOTHING
я бесполезен.,ALL_OR_NOTHING
мне грустно.,NEUTRAL_DISTRESS
у меня стресс.,NEUTRAL_DISTRESS
"i’m completely burnout, i can’t do anything right.",ALL_OR_NOTHING
я самый тупой студент в группе.,ALL_OR_NOTHING
"missed the deadline by 1 minute, im so mad.",NEUTRAL_DISTRESS
менің жолым болмайды.,ALL_OR_NOTHING
"что за пздцццц ????? готовлюсь валю, не готовлюсь тоже валю. я устала(((",ALL_OR_NOTHING
"i know i won't get the scholarship, no point applying.",MIND_READING
"егер мен гранттан ұшсам, менің өмірім бітті деген сөз.",ALL_OR_NOTHING
everyone thinks i’m a slacker.,MIND_READING
"если я не получу стажировку в гугле, то я просто зря живу.",ALL_OR_NOTHING
my friends think i'm a burden.,MIND_READING
"я всегда все порчу, я ходячая катастрофа.",ALL_OR_NOTHING
she thinks i'm ugly.,MIND_READING
"i miss my mom's food so much, dorm food is literally poison.",NEUTRAL_DISTRESS
я всегда делаю ошибки.,ALL_OR_NOTHING
he thinks i'm crazy.,MIND_READING
i never finish anything i start.,ALL_OR_NOTHING
"the professor sighed when i answered, he thinks i'm stupid.",MIND_READING
my laptop battery died during the lecture.,NEUTRAL_DISTRESS
"the interviewer looked at the clock, i'm boring him.",MIND_READING
i’m useless.,ALL_OR_NOTHING
i am completely worthless if i don't get this scholarship.,ALL_OR_NOTHING
i’m a total fraud.,ALL_OR_NOTHING
i’ll never pay off these student loans.,ALL_OR_NOTHING
"грустно, что лето так быстро закончилось.",NEUTRAL_DISTRESS
they laugh at me.,MIND_READING
"у меня часто бывают перепады настроения. то я теряю себя и не понимаю как от такого состояния избавиться, то слишком веселая и это все замечают, но не со всеми я так себя веду и показываю.  не то что бы меня это беспокоило, но как то странно себя ощущаю при этом. может просто надо наконец-то разобраться в себе. но как? или просто я такая личность",NEUTRAL_DISTRESS
"а тут всем похуй да что рашка сбила пассажирский самолет поделитесь мнениями опасно ли летать над россией я щас в расии сука и послезавтра должен лететь в аст",MIND_READING
"извините, я тот самый студент который задает вопросы во время лекций. дело не в том, что я хочу произвести хорошее впечатление, дело в том, что я реально тупой и не понимаю и как будто спрашивать вопросы во время лекций наоборот не прибавляет хороших впечатлений а делает тебя самым тупым среди всех студентов которые все понимают????  но я знаю что если не спрошу в моменте, я забуду вопрос потом и не усвою концепт когда идет мыслительный поток именно по этой теме. можно конечно прийти на офис аурс, но если не понять основу лекции, я не пойму и остальной материал а потом уже пройдет много времени и я забуду логику темы и придется просто тупо по второму разу слушать всю лекцию но такой возможности нет да и зачем",ALL_OR_NOTHING
"i'm really stressed about money right now, tuition is so expensive.",NEUTRAL_DISTRESS
"every time i try to speak in class, i sound like a complete idiot.",ALL_OR_NOTHING
все нормальные парни уже заняты.,ALL_OR_NOTHING
"я хочу прям в**бать того чела который руководить всеми решения с универа вплоть до страны   страна вообще не слышит наших сограждан вообще  делаю только вид что слушают :(  ех блин если бы прям четко говорили все что не могут это решение отменить потому что какой то мырқым қырқыбаев решил и пригрозил и так же что какой то инвестор пригрозил или какой то рашн формейшн пригрозил и теперь все отката назад нет",ALL_OR_NOTHING
"я не знаю, как решить эту задачу.",NEUTRAL_DISTRESS
"ешқашан бақытты бола алмаймын, бұл менің тағдырым.",ALL_OR_NOTHING
my stomach hurts from cafeteria food.,NEUTRAL_DISTRESS
i feel really anxious about the future.,NEUTRAL_DISTRESS
я поссорился с другом.,NEUTRAL_DISTRESS
почему то я всегда извлекаю мораль с каждым пройденным курсом,ALL_OR_NOTHING
i'm feeling really burnt out lately.,NEUTRAL_DISTRESS
"they are laughing over there, i bet they are making fun of the way i walk.",MIND_READING
"люди которые все еще ждут ssh ranking, мне кажется они уже забили на это",MIND_READING
i don't understand this assignment at all.,NEUTRAL_DISTRESS
i argued with my mom on the phone.,NEUTRAL_DISTRESS
my future is completely hopeless.,ALL_OR_NOTHING
"this project is garbage, i have to delete it all and start over.",ALL_OR_NOTHING
i fail at everything.,ALL_OR_NOTHING
"they stopped talking when i entered, they must have been gossiping about me.",MIND_READING
"не могу сосредоточиться, мысли путаются, страшно.",NEUTRAL_DISTRESS
вся жизнь — это боль.,ALL_OR_NOTHING
"они думают, я не понимаю их намеков.",MIND_READING
i know the ta hates grading my papers.,MIND_READING
я хочу спать.,NEUTRAL_DISTRESS
ол мені ұнатпайды деп ойлаймын.,MIND_READING
i know the teacher will pick me to answer when i don't know the answer.,MIND_READING
"ой ребят, участвую в одной коррупционной схеме никому не рекомендую сидишь с этими чертовыми конвертами и кажется будто вот-вот влетит антикор, кнб и все все все, чтобы привязать меня  ну нахер эти схемы, живите честно",MIND_READING
"he didn't like my post, he thinks i'm ugly.",MIND_READING
"если я не получу 100 баллов, я тупой.",ALL_OR_NOTHING
this is the worst day of my entire life.,ALL_OR_NOTHING
"я понял, что root of all my problems and stress это вкс. если бы не вкс, все было бы как по маслу. но все же, недолго осталось до конца семестра и я избавлюсь от нее",ALL_OR_NOTHING
it's raining.,NEUTRAL_DISTRESS
мен шаршадым.,NEUTRAL_DISTRESS
"ол маған жауап бермеді, мені елемейді.",MIND_READING
"я не кажусь себе красивой, не могу смотреть в зеркало и любоваться собой. бывают редкие дни когда я думаю вау я красотка, но это пару раз в год происходит. свои черты вообще не нравятся, мне уже надоело смотреть на одно и то же некрасивое лицо. я могу найти красоту, хоть маленькую в каждой (почти) девушке, но в себе нет. пытаюсь каждый раз что то менять в волосах, но в конце это все надоедает все равно. думала сделаю пластику в будущем, но лицо то кардинально не изменится. хотела бы родиться заново с другим лицом:(",ALL_OR_NOTHING
i'm so stressed about finals.,NEUTRAL_DISTRESS
"перестал здороваться первым с кассирами/продавцами после того как почти все перестали здороваться со мной в ответ. я говорю громко, меня прекарсно слышат, но все равно молчат, хотя с людьми до/после меня первыми здороваются. что со мной не так",MIND_READING
"оцените народное творчество  *было написано до фолл брейка  как мидтермы меня все эти заебали что ни день как будто бы в жопу отъебали",NEUTRAL_DISTRESS
i'm nervous about the presentation.,NEUTRAL_DISTRESS
я никогда не смогу это сделать.,ALL_OR_NOTHING
"я никогда не стану счастливым, это невозможно.",ALL_OR_NOTHING
"опоздал на автобус, теперь ждать 20 минут на холоде.",NEUTRAL_DISTRESS
only i could be this stupid to forget the deadline.,ALL_OR_NOTHING
i am the ugliest person on campus.,ALL_OR_NOTHING
i'm not ready for the exam.,NEUTRAL_DISTRESS
i just want to cry.,NEUTRAL_DISTRESS
"тамақ ішкім келмейді, тәбетім жоқ.",NEUTRAL_DISTRESS
everyone ignores my messages.,ALL_OR_NOTHING
everyone assumes i'm stupid because of my grades.,MIND_READING
i always embarrass myself in public.,ALL_OR_NOTHING
everyone hates me.,ALL_OR_NOTHING
i’m 100% sure i’m going to fail out of college.,ALL_OR_NOTHING
нет настроения ни на что.,NEUTRAL_DISTRESS
i am completely incapable of love.,ALL_OR_NOTHING
страшно идти к стоматологу.,NEUTRAL_DISTRESS
i'm worried about my grades.,NEUTRAL_DISTRESS
сабақ оқығым келмейді.,NEUTRAL_DISTRESS
"профессор посмотрел на меня косо, он сто проц знает что я не читал ридинг.",MIND_READING
"как же сложно заставить себя сесть за учебу, прокрастинация убивает.",NEUTRAL_DISTRESS
мен ешқашан емтиханды беске тапсыра алмаймын.,ALL_OR_NOTHING
не могу найти мотивацию встать с постели.,NEUTRAL_DISTRESS
my parents are perfect and i am the black sheep.,ALL_OR_NOTHING
скучно и грустно.,NEUTRAL_DISTRESS
"люди хэлпаните с моей поехавшей кукухой.  в общем, заметил за собой, что мне не комфортно и эмоционально трудно принимать любую значительную помощь или подарки от родителей, по типу смартфона, машины, путешествия, оплаты обучения заграницей, решения проблем и тд. но умом я понимаю, что это вредит моему будущему, т.к невыгодно отказываться от бесплатных благ.   я не знаю истинной причины почему я отказываюсь от этого, но тут пара вариантов, может вы выявите, исходя из изложенных мыслей, root cause.  с одной стороны, я презираю (хотя не правильное слово наверное, потому у меня есть такие знакомые и друзья, с которыми я нормально веду общение) всяких мажиков и вип особей, которые ничего не добившись сами и не приложив усилий, ведут праздный образ жизни и проводят time of their lives: 'учатся' за границей, путешествуют, вступают в отношения, даря друг другу дорогие подарки, покупая айс латте каждый день и тд. и наверное, я не хочу становится одним из них.  и наверное, мне приятно видеть себя 'лучше и правильней' их. хотя это скорее всего классическая ситуация 'мы бедные, но гордые'",NEUTRAL_DISTRESS
coffee spilled all over my notes fml.,NEUTRAL_DISTRESS
they think i'm weird for eating alone.,MIND_READING
judged by everyone.,MIND_READING
"все ненавидят групповые проекты, это закон.",ALL_OR_NOTHING
"пидорасы с вонючими ногами, зачем вы свои обуви снимаете в лайбрари? был один еблан у которого ноги пиздец как воняли, в итоге пришлось несколько мест поменять что бы этот запах не достигал моего носа. а этот даун периодически оглядывался на меня, будто бы я его оскорбил этим поступком.",MIND_READING
i miss my dog so much.,NEUTRAL_DISTRESS
я опоздал на пару.,NEUTRAL_DISTRESS
"она не позвала меня в гости, она считает меня скучной.",MIND_READING
"че за хуйня? бля человек умер в у нас в кампусе. всем вам похуй на это?  мне капец тяжело думать об этом происшествие,  и что мне надо еще два года учиться в том месте где человек умер.",NEUTRAL_DISTRESS
почему так холодно в общаге?,NEUTRAL_DISTRESS
все считают меня странным.,ALL_OR_NOTHING
ол мені жақсы көрмейді.,MIND_READING
