"Мен ешкімге керек емеспін.",All-or-Nothing Thinking
"They think I'm a fraud because I got a good grade.",Mind Reading
"Она думает, что я некрасивая без макияжа.",Mind Reading
"Олар мені ақымақ деп санайды.",Mind Reading
"I'm so stressed out about money.",Neutral / Venting
"Болит спина от сидения за компьютером.",Neutral / Venting
"Тамақ ішкім келмейді, тәбетім жоқ.",Neutral / Venting
"I will never be successful.",All-or-Nothing Thinking
"Я всегда буду неудачником.",All-or-Nothing Thinking
"Мен ешқашан ағылшынша үйренбеймін.",All-or-Nothing Thinking
"He thinks I'm desperate for attention.",Mind Reading
"Они думают, что я высокомерный.",Mind Reading
"Ол мені өзімшіл деп ойлайды.",Mind Reading
"I feel like giving up.",Neutral / Venting
"Очень устал от учебы и работы.",Neutral / Venting
"Ұйқым қанбады, шаршап тұрмын.",Neutral / Venting
"My life is a total mess.",All-or-Nothing Thinking
"Я никогда не смогу это сделать.",All-or-Nothing Thinking
"Мен ешқашан бақытты болмаймын.",All-or-Nothing Thinking
"She thinks I'm trying too hard to impress her.",Mind Reading
"Они думают, что я не знаю, о чем говорю.",Mind Reading
"Ол мені түк білмейді деп ойлайды.",Mind Reading
"I'm just really sad today.",Neutral / Venting
"Нет настроения ни на что.",Neutral / Venting
"Көңіл-күйім жоқ, жылағым келеді.",Neutral / Venting
"I'm completely hopeless.",All-or-Nothing Thinking
"Я всегда все делаю неправильно.",All-or-Nothing Thinking
"Менің қолымнан ештеңе келмейді.",All-or-Nothing Thinking
"They think I'm weird for eating alone.",Mind Reading
"Она думает, что я скучный.",Mind Reading
"Олар мені ұнатпайды.",Mind Reading
"I'm feeling a bit down lately.",Neutral / Venting
"Просто хочу спать и не просыпаться.",Neutral / Venting
"Шаршадым, демалғым келеді.",Neutral / Venting
"I'll never be good at anything.",All-or-Nothing Thinking
"Я полный идиот.",All-or-Nothing Thinking
"Мен ешқашан бай болмаймын.",All-or-Nothing Thinking
"He thinks I'm annoying.",Mind Reading
"Они думают, что я глупый.",Mind Reading
"Ол мені жалқау деп санайды.",Mind Reading
"I'm so overwhelmed.",Neutral / Venting
"У меня стресс из-за экзаменов.",Neutral / Venting
"Қатты қобалжып тұрмын.",Neutral / Venting
"Nobody likes me.",All-or-Nothing Thinking
"Я никогда не найду друзей.",All-or-Nothing Thinking
"Мені ешкім сыйламайды.",All-or-Nothing Thinking
"She thinks I'm ugly.",Mind Reading
"Они смеются надо мной.",Mind Reading
"Ол мені жек көреді.",Mind Reading
"I feel lonely.",Neutral / Venting
"Мне грустно.",Neutral / Venting
"Мен жалғызбын.",Neutral / Venting
"I'm a total failure.",All-or-Nothing Thinking
"Я всегда ошибаюсь.",All-or-Nothing Thinking
"Мен ешқашан жеңбеймін.",All-or-Nothing Thinking
"They think I'm a loser.",Mind Reading
"Она думает, что я странный.",Mind Reading
"Олар мені ақымақ дейді.",Mind Reading
"I'm tired.",Neutral / Venting
"Я устал.",Neutral / Venting
"Мен шаршадым.",Neutral / Venting
"My life is ruined.",All-or-Nothing Thinking
"Я никогда не буду счастлив.",All-or-Nothing Thinking
"Мен бақытсызбын.",All-or-Nothing Thinking
"He hates me.",Mind Reading
"Они меня ненавидят.",Mind Reading
"Ол мені жек көреді.",Mind Reading
"I'm sad.",Neutral / Venting
"Мне плохо.",Neutral / Venting
"Маған қиын.",Neutral / Venting
"If I don't get accepted into this internship, I might as well just quit my major right now.",All-or-Nothing Thinking
"Пропустил одну лекцию, теперь точно завалю весь курс и вылечу из универа.",All-or-Nothing Thinking
"Егер мен осы жобаны дұрыс жасамасам, мен ешкімге керек емес маман боламын.",All-or-Nothing Thinking
"My lab partner hasn't replied to my message in an hour, they definitely think I'm annoying and want to switch partners.",Mind Reading
"Девушка в автобусе посмотрела на меня и отвернулась, она точно подумала, что я урод.",Mind Reading
"Ол менің сөзімді бөлді, демек менің пікірімді түкке тұрғысыз деп санайды.",Mind Reading
"My sleep schedule is so messed up, I fell asleep at 6 am and woke up at 2 pm.",Neutral / Venting
"На карте осталось 500 тенге, а до стипендии еще неделя, придется жить на дошираке.",Neutral / Venting
"Бүгін сабақта ештеңе түсінбедім, миым шаршап кетті.",Neutral / Venting
"Every time I try to speak in class, I sound like a complete idiot.",All-or-Nothing Thinking
"Я никогда не смогу выучить этот язык, у меня просто нет способностей, я безнадежен.",All-or-Nothing Thinking
"Менің қолымнан ешқашан дұрыс қарым-қатынас құру келмейді, мен жалғыз өтемін.",All-or-Nothing Thinking
"The professor didn't smile when I handed in my paper, he probably thinks it's garbage.",Mind Reading
"Друзья пошли в кино без меня, они наверняка обсуждают, какой я скучный.",Mind Reading
"Ол маған смайликсіз жазды, маған қатты ренжулі екені анық.",Mind Reading
"I am so overwhelmed with all these deadlines, I feel like I can't breathe.",Neutral / Venting
"Сосед по комнате опять слушает музыку без наушников, меня это так бесит.",Neutral / Venting
"Автобус тым толы болды, әрең сыйдым, енді терлеп тұрмын.",Neutral / Venting
"I am always the one who gets left out, nobody actually cares about me.",All-or-Nothing Thinking
"Если я не получу А за этот экзамен, то я просто зря трачу время и деньги родителей.",All-or-Nothing Thinking
"Мен ешқашан ата-анамның үмітін ақтай алмаймын, мен масқарамын.",All-or-Nothing Thinking
"They are laughing over there, I bet they are making fun of the way I walk.",Mind Reading
"Она не лайкнула мою новую фотку, она считает, что я плохо выгляжу.",Mind Reading
"Олар мені шақырғысы келмеді, жай ғана аяғаннан шақырды.",Mind Reading
"I miss my dog so much, it's hard being away from home.",Neutral / Venting
"Погода в Астане просто ужасная, этот ветер сводит меня с ума.",Neutral / Venting
"Тамақ істеуге ерініп тұрмын, дайын тамақ ала салу керек.",Neutral / Venting
"My life is going nowhere, I am stuck and will never improve.",All-or-Nothing Thinking
"Я всегда все ломаю, мне нельзя доверять ничего важного.",All-or-Nothing Thinking
"Менің болашағым жоқ, мен ешкім болмаймын.",All-or-Nothing Thinking
"He read my message and didn't reply, he must be so annoyed with me.",Mind Reading
"Они переглянулись, когда я зашел, они точно говорили обо мне гадости.",Mind Reading
"Мұғалім маған сұрақ қоймады, мені дайын емес деп ойлайды.",Mind Reading
"I'm really stressed about money right now, tuition is so expensive.",Neutral / Venting
"Болит горло и голова, кажется, я заболеваю.",Neutral / Venting
"Күнде бір нәрсе, шаршадым осы күйбең тірліктен.",Neutral / Venting
"I am completely incapable of being loved.",All-or-Nothing Thinking
"Все вокруг такие талантливые, а я просто пустое место.",All-or-Nothing Thinking
"Мен ешқашан бақытты бола алмаймын, маңдайыма жазылмаған.",All-or-Nothing Thinking
"The barista gave me a weird look, she probably thinks I ordered a stupid drink.",Mind Reading
"Он не поздоровался, он точно меня ненавидит за то, что я сказал вчера.",Mind Reading
"Олар менімен сөйлескісі келмейді, мен оларды жалықтырып жібердім.",Mind Reading
"I just want to curl up in a ball and disappear for a while.",Neutral / Venting
"Как же сложно заставить себя сесть за учебу, прокрастинация убивает.",Neutral / Venting
"Аяғым ауырып тұр, бүгін көп жүрдім.",Neutral / Venting
"If I'm not perfect, I'm worthless.",All-or-Nothing Thinking
"Я никогда не найду работу, я буду безработным неудачником.",All-or-Nothing Thinking
"Бәрі мені тастап кетеді, менің жанымда ешкім қалмайды.",All-or-Nothing Thinking
"She's looking at her watch, she is definitely bored of me.",Mind Reading
"Они не смеялись над моей шуткой, они думают, что я кринжовый.",Mind Reading
"Ол мені ақымақ деп ойлайды, өйткені мен қате жауап бердім.",Mind Reading
"I'm feeling really homesick today, I want to go back.",Neutral / Venting
"Интернет в общаге опять тупит, невозможно ничего делать.",Neutral / Venting
"Кітапханада орын жоқ, қайда барып оқитынымды білмеймін.",Neutral / Venting
"Nothing good ever happens to me, I'm cursed.",All-or-Nothing Thinking
"Я всегда буду один, никто меня не выдержит.",All-or-Nothing Thinking
"Мен ешқашан емтиханды беске тапсыра алмаймын.",All-or-Nothing Thinking
"They are whispering, they must be talking about my hair.",Mind Reading
"Он прошел мимо, он делает вид, что не знает меня.",Mind Reading
"Олар мені кедей деп ойлайды, сондықтан менімен араласпайды.",Mind Reading
"I'm so exhausted, I feel like I could sleep for days.",Neutral / Venting
"Надоело есть одно и то же каждый день.",Neutral / Venting
"Ертеңгі күнге дайын емеспін, қорқып тұрмын.",Neutral / Venting
"I ruin every chance I get.",All-or-Nothing Thinking
"Я никогда не научусь программировать, это не для меня.",All-or-Nothing Thinking
"Менің өмірім толығымен қирады.",All-or-Nothing Thinking
"She didn't text me good morning, she's losing interest.",Mind Reading
"Они думают, что я странный, потому что я сижу один.",Mind Reading
"Ол мені ұсқынсыз деп ойлайды, сондықтан қарамайды.",Mind Reading
"I have a headache that won't go away.",Neutral / Venting
"Забыл зонтик, промок до нитки.",Neutral / Venting
"Сабаққа баруға ерініп тұрмын.",Neutral / Venting
"I will never be as good as them.",All-or-Nothing Thinking
"Я полный провал.",All-or-Nothing Thinking
"Мен ешқашан бай болмаймын.",All-or-Nothing Thinking
"He thinks I'm lazy because I took a break.",Mind Reading
"Она думает, что я глупая.",Mind Reading
"Олар мені жек көреді.",Mind Reading
"I feel like crying.",Neutral / Venting
"Мне грустно.",Neutral / Venting
"Ішім пысты.",Neutral / Venting
"I'm a total loser.",All-or-Nothing Thinking
"Я всегда все порчу.",All-or-Nothing Thinking
"Мен түкке тұрғысызбын.",All-or-Nothing Thinking
"They think I'm weird.",Mind Reading
"Они меня осуждают.",Mind Reading
"Ол мені мазақтайды.",Mind Reading
"I'm tired.",Neutral / Venting
"Устал.",Neutral / Venting
"Шаршадым.",Neutral / Venting
"My life is over.",All-or-Nothing Thinking
"Я ничтожество.",All-or-Nothing Thinking
"Мен сорлымын.",All-or-Nothing Thinking
"He hates me.",Mind Reading
"Она меня ненавидит.",Mind Reading
"Олар мені жек көреді.",Mind Reading
"I'm sad.",Neutral / Venting
"Мне плохо.",Neutral / Venting
"Маған қиын.",Neutral / Venting
"Everything is ruined.",All-or-Nothing Thinking
"Я безнадежен.",All-or-Nothing Thinking
"Бәрі бітті.",All-or-Nothing Thinking
"They laugh at me.",Mind Reading
"Они думают я лох.",Mind Reading
"Ол мені менсінбейді.",Mind Reading
"I'm bored.",Neutral / Venting
"Скучно.",Neutral / Venting
"Іш пысты.",Neutral / Venting
"I fail at everything.",All-or-Nothing Thinking
"Я всегда проигрываю.",All-or-Nothing Thinking
"Менің жолым болмайды.",All-or-Nothing Thinking
"She thinks I'm ugly.",Mind Reading
"Он считает меня тупым.",Mind Reading
"Олар мені ақымақ дейді.",Mind Reading
"I'm hungry.",Neutral / Venting
"Есть хочу.",Neutral / Venting
"Қарным ашты.",Neutral / Venting
"Forever alone.",All-or-Nothing Thinking
"Всегда один.",All-or-Nothing Thinking
"Мәңгі жалғыз.",All-or-Nothing Thinking
"They hate me.",Mind Reading
"Все против меня.",Mind Reading
"Бәрі маған қарсы.",Mind Reading
"It's raining.",Neutral / Venting
"Дождь идет.",Neutral / Venting
"Жаңбыр жауып тұр.",Neutral / Venting
"I'm useless.",All-or-Nothing Thinking
"Я бесполезен.",All-or-Nothing Thinking
"Мен керек емеспін.",All-or-Nothing Thinking
"Judged by everyone.",Mind Reading
"Все осуждают.",Mind Reading
"Бәрі сынайды.",Mind Reading
"Tired.",Neutral / Venting
"Устал.",Neutral / Venting
"Шаршадым.",Neutral / Venting
"I failed the driver's test, I will never learn how to drive.",All-or-Nothing Thinking
"Если я не найду работу этим летом, то я полный неудачник.",All-or-Nothing Thinking
"Менің достарым жоқ, мен ешқашан дос таба алмаймын.",All-or-Nothing Thinking
"The bus driver frowned at me, he definitely thinks I'm slow.",Mind Reading
"Она не позвала меня в гости, она считает меня скучной.",Mind Reading
"Олар мені топқа қоспады, мені ақылсыз деп ойлайды.",Mind Reading
"I have a stomach ache from eating too much junk food.",Neutral / Venting
"Забыл дома зарядку от телефона, теперь весь день без связи.",Neutral / Venting
"Бүгін өте шаршадым, ештеңе істегім келмейді.",Neutral / Venting
"If I can't solve this math problem, I'm too stupid for this major.",All-or-Nothing Thinking
"Я всегда опаздываю, я неисправимый человек.",All-or-Nothing Thinking
"Мен ешқашан ағылшын тілін үйренбеймін, менің қабілетім жоқ.",All-or-Nothing Thinking
"They are whispering about my project, I know they think it's bad.",Mind Reading
"Он не ответил на мой звонок, он меня игнорирует.",Mind Reading
"Ол маған қарамады, маған ренжулі екені анық.",Mind Reading
"I'm so stressed about the upcoming exams.",Neutral / Venting
"Не могу найти свои ключи, я такой рассеянный.",Neutral / Venting
"Ауа райы бұзылып тұр, далаға шыққым келмейді.",Neutral / Venting
"Nobody cares about my opinion, I should just stop talking forever.",All-or-Nothing Thinking
"Я никогда не буду счастлив в отношениях.",All-or-Nothing Thinking
"Менің өмірімде ешқашан жақсылық болмайды.",All-or-Nothing Thinking
"She looked at my shoes and smirked, she thinks I'm poor.",Mind Reading
"Они не пригласили меня, они меня ненавидят.",Mind Reading
"Олар мені мазақтап жатыр, мен білемін.",Mind Reading
"I feel like I'm coming down with a cold.",Neutral / Venting
"Очень хочется спать, но нужно закончить работу.",Neutral / Venting
"Ақшам таусылып қалды, стипендияға дейін қалай өмір сүрем?",Neutral / Venting
"I'm a total failure at everything I do.",All-or-Nothing Thinking
"Я всегда все порчу, я ходячая катастрофа.",All-or-Nothing Thinking
"Мен ешқашан жетістікке жете алмаймын.",All-or-Nothing Thinking
"He thinks I'm annoying because I talk too much.",Mind Reading
"Она думает, что я глупая, потому что я задала этот вопрос.",Mind Reading
"Ол мені жақсы көрмейді, мен оны шаршаттым.",Mind Reading
"I'm so overwhelmed with all the work I have to do.",Neutral / Venting
"Голова болит от шума в общежитии.",Neutral / Venting
"Көңіл-күйім жоқ, ешкімді көргім келмейді.",Neutral / Venting
"I will never amount to anything.",All-or-Nothing Thinking
"Я никогда не смогу купить машину.",All-or-Nothing Thinking
"Менің болашағым жоқ.",All-or-Nothing Thinking
"They think I'm a fraud because I got a lucky grade.",Mind Reading
"Они думают, что я странный, потому что я сижу один.",Mind Reading
"Ол мені жалқау деп ойлайды.",Mind Reading
"I'm just really tired today.",Neutral / Venting
"Мне грустно из-за плохой погоды.",Neutral / Venting
"Шаршадым, ұйықтағым келеді.",Neutral / Venting
"I always make the wrong decisions.",All-or-Nothing Thinking
"Я полный ноль.",All-or-Nothing Thinking
"Мен ешкімге керек емеспін.",All-or-Nothing Thinking
"She thinks I'm ugly.",Mind Reading
"Он считает меня неудачником.",Mind Reading
"Олар мені ақымақ деп санайды.",Mind Reading
"I'm hungry.",Neutral / Venting
"Хочу домой.",Neutral / Venting
"Ішім пысты.",Neutral / Venting
"My life is over.",All-or-Nothing Thinking
"Я безнадежен.",All-or-Nothing Thinking
"Бәрі бітті.",All-or-Nothing Thinking
"He hates me.",Mind Reading
"Она меня презирает.",Mind Reading
"Ол мені жек көреді.",Mind Reading
"I'm sad.",Neutral / Venting
"Мне плохо.",Neutral / Venting
"Маған қиын.",Neutral / Venting
"I'm useless.",All-or-Nothing Thinking
"Я ничтожество.",All-or-Nothing Thinking
"I failed one quiz and now my GPA is ruined forever.",ALL_OR_NOTHING
"Everyone in this university is smarter than me, I am the only idiot here.",ALL_OR_NOTHING
"Если я не сдам этот финал, то вся моя жизнь пойдет под откос.",ALL_OR_NOTHING
"I never get lucky with registration, the system is always against me.",ALL_OR_NOTHING
"Никто меня не понимает, я абсолютно один в этом мире.",ALL_OR_NOTHING
"My code didn't run on the first try, I'm a complete failure as a programmer.",ALL_OR_NOTHING
"Все девушки смотрят на меня как на мусор, я никогда никого не найду.",ALL_OR_NOTHING
"This degree is a total waste of time, I haven't learned a single thing.",ALL_OR_NOTHING
"Я всегда все порчу, руки из жопы растут.",ALL_OR_NOTHING
"There is absolutely no point in trying anymore.",ALL_OR_NOTHING
"Все вокруг такие успешные, а я просто занимаю чье-то место.",ALL_OR_NOTHING
"I will never be able to afford a normal life.",ALL_OR_NOTHING
"У меня вообще нет талантов, я бездарность.",ALL_OR_NOTHING
"Everything I touch turns to shit.",ALL_OR_NOTHING
"Никогда не будет просвета, это бесконечный ад.",ALL_OR_NOTHING
"Only I could be this stupid to forget the deadline.",ALL_OR_NOTHING
"Все преподы меня ненавидят, это факт.",ALL_OR_NOTHING
"My parents will kill me if I get a B, I have to be perfect.",ALL_OR_NOTHING
"Я либо сдам на А, либо я ничтожество.",ALL_OR_NOTHING
"Nobody cares about student mental health here, absolutely nobody.",ALL_OR_NOTHING
"I am completely incapable of love.",ALL_OR_NOTHING
"Жизнь — это сплошное страдание и больше ничего.",ALL_OR_NOTHING
"It’s always the same, I try hard and get nothing back.",ALL_OR_NOTHING
"Я никогда не выучу этот язык, я тупой.",ALL_OR_NOTHING
"Everyone is judging my outfit today, I look hideous.",ALL_OR_NOTHING
"Если меня отчислят, мне лучше умереть.",ALL_OR_NOTHING
"I’m total trash.",ALL_OR_NOTHING
"Все парни одинаковые, им нужно только одно.",ALL_OR_NOTHING
"I will never find a job with this GPA.",ALL_OR_NOTHING
"Никто не хочет со мной дружить.",ALL_OR_NOTHING
"Every time I speak up I embarrass myself.",ALL_OR_NOTHING
"У меня никогда ничего не получается с первого раза.",ALL_OR_NOTHING
"I am the worst student in the history of this department.",ALL_OR_NOTHING
"Все выходные прошли впустую, я ничего не сделал.",ALL_OR_NOTHING
"My life is completely over after this breakup.",ALL_OR_NOTHING
"Я всегда буду бедным.",ALL_OR_NOTHING
"Nothing good ever happens to me.",ALL_OR_NOTHING
"Все ненавидят групповые проекты, это закон.",ALL_OR_NOTHING
"I have absolutely no future.",ALL_OR_NOTHING
"Я всегда выбираю неправильные решения.",ALL_OR_NOTHING
"Every single person in the library is studying harder than me.",ALL_OR_NOTHING
"У меня нет ни единого шанса.",ALL_OR_NOTHING
"I’m completely burnout, I can’t do anything right.",ALL_OR_NOTHING
"Все считают меня странным.",ALL_OR_NOTHING
"I’ll be lonely forever.",ALL_OR_NOTHING
"Это конец, я завалил мидку.",ALL_OR_NOTHING
"Everyone ignores me on purpose.",ALL_OR_NOTHING
"Я никогда не стану нормальным специалистом.",ALL_OR_NOTHING
"Total failure.",ALL_OR_NOTHING
"Все против меня.",ALL_OR_NOTHING
"The professor definitely thinks I'm lazy because I skipped one class.",MIND_READING
"Она не ответила на сообщение сразу, значит я ей противен.",MIND_READING
"I know I'm going to fail this exam even though I studied.",MIND_READING
"Все в столовой смотрят на меня и обсуждают, как я ем.",MIND_READING
"They are probably laughing at my presentation right now.",MIND_READING
"Адвайзер наверняка думает, что я идиот, раз задаю такие вопросы.",MIND_READING
"My roommate is quiet, he must be mad at me for something.",MIND_READING
"Если я пойду туда, то точно опозорюсь.",MIND_READING
"Everyone thinks I'm weird.",MIND_READING
"Препод специально занизил мне оценку, я ему не нравлюсь.",MIND_READING
"I bet they invited me just out of pity.",MIND_READING
"Родители наверняка разочарованы во мне, хоть и молчат.",MIND_READING
"If I ask for help, they will think I'm weak.",MIND_READING
"Они шептались, когда я зашел. Это точно про меня.",MIND_READING
"I just know something bad is going to happen today.",MIND_READING
"Комиссия меня точно завалит на защите.",MIND_READING
"She smiled at me, she must be mocking me.",MIND_READING
"Друзья не позвали меня гулять, наверное, хотят от меня избавиться.",MIND_READING
"I can feel that everyone in the chat hates me.",MIND_READING
"Я знаю, что не пройду интервью, даже нет смысла пытаться.",MIND_READING
"He thinks I'm flirting but I'm just being nice.",MIND_READING
"Кассирша закатила глаза, она меня ненавидит.",MIND_READING
"They think I cheated just because I got a good grade.",MIND_READING
"Меня точно отчислят в этом семестре, я чувствую.",MIND_READING
"People think I'm rich because of my phone, but I'm broke.",MIND_READING
"Никто не верит, что я справлюсь.",MIND_READING
"The interviewer looked bored, I definitely didn't get the job.",MIND_READING
"Парень посмотрел на другую, я ему больше не интересна.",MIND_READING
"They are judging my accent.",MIND_READING
"Кажется, все видят, как у меня трясутся руки.",MIND_READING
"My friends think I'm annoying.",MIND_READING
"Они наверняка обсуждают мои прыщи.",MIND_READING
"I know the teacher will pick me to answer when I don't know the answer.",MIND_READING
"Все думают, что я поступил по блату.",MIND_READING
"They are only being nice because they want notes.",MIND_READING
"Кажется, я всем мешаю своим присутствием.",MIND_READING
"I know she's lying to me.",MIND_READING
"Они думают, что я высокомерный, а я просто стесняюсь.",MIND_READING
"Everyone is waiting for me to make a mistake.",MIND_READING
"Работодатель подумает, что мое резюме пустое.",MIND_READING
"They probably think I'm stupid for asking that.",MIND_READING
"Все считают меня неудачником.",MIND_READING
"She didn't say hi, she definitely holds a grudge.",MIND_READING
"Охранник смотрит на меня как на вора.",MIND_READING
"I assume nobody wants to partner with me.",MIND_READING
"Они точно смеются над моим английским.",MIND_READING
"My crush probably thinks I'm ugly.",MIND_READING
"Все ждут моего провала.",MIND_READING
"He thinks he is better than me.",MIND_READING
"Препод наверняка потеряет мою работу.",MIND_READING
"I am so tired of these constant deadlines.",DISTRESS
"Грустно, что лето так быстро закончилось.",DISTRESS
"I have a headache from staring at the screen all day.",DISTRESS
"Денег осталось только на гречку, сложно так жить.",DISTRESS
"I miss my family back home.",DISTRESS
"Очень тяжело вставать по утрам, когда темно.",DISTRESS
"I feel really overwhelmed with the workload this week.",DISTRESS
"Почему так холодно в общаге?",DISTRESS
"I just want to sleep for a week.",DISTRESS
"Стресс перед экзаменами убивает.",DISTRESS
"My laptop broke and I can't afford a new one rn.",DISTRESS
"Чувствую себя одиноко в последнее время.",DISTRESS
"It hurts to see them together.",DISTRESS
"Не знаю, как сказать родителям, что я получил F.",DISTRESS
"I'm feeling down today for no reason.",DISTRESS
"Очень устал от людей, хочется тишины.",DISTRESS
"The bus was late again and I froze.",DISTRESS
"Не могу сосредоточиться на учебе.",DISTRESS
"I am worried about my financial situation.",DISTRESS
"Плакала всю ночь из-за парня.",DISTRESS
"It's hard to balance work and study.",DISTRESS
"Просто нет сил ни на что.",DISTRESS
"I hate having 8 AM classes.",DISTRESS
"Обидно, что меня не взяли на стажировку.",DISTRESS
"My back hurts from sitting in the library.",DISTRESS
"Скучаю по маминой еде.",DISTRESS
"I feel anxious about the future.",DISTRESS
"Меня бесит этот шум за стеной.",DISTRESS
"I'm just really exhausted.",DISTRESS
"Тяжело, когда друзья далеко.",DISTRESS
"I don't know what to do with my major.",DISTRESS
"Страшно идти к стоматологу.",DISTRESS
"Feeling burnout is real.",DISTRESS
"Надоело есть доширак.",DISTRESS
"I wish I had more free time.",DISTRESS
"Грустно смотреть на старые фотки.",DISTRESS
"I feel awkward at parties.",DISTRESS
"Бесит, когда интернет лагает во время квиза.",DISTRESS
"I am struggling with calculus.",DISTRESS
"Так хочется домой.",DISTRESS
"My sleep schedule is messed up.",DISTRESS
"Переживаю за здоровье бабушки.",DISTRESS
"I feel empty inside.",DISTRESS
"Сложно найти мотивацию.",DISTRESS
"It's raining and I forgot my umbrella, day ruined.",DISTRESS
"Устала быть сильной.",DISTRESS
"I'm nervous about the presentation.",DISTRESS
"Не люблю, когда меня игнорируют.",DISTRESS
"Just feeling sad today.",DISTRESS
"Болит душа.",DISTRESS
"My life is over if I don't get into this specific course.",ALL_OR_NOTHING
"I am the only person on earth who doesn't understand stats.",ALL_OR_NOTHING
"Если я получу B-, я никогда не поступлю на магу.",ALL_OR_NOTHING
"Everyone else is having the time of their lives while I rot in the library.",ALL_OR_NOTHING
"My code has a bug, I should just drop out of CS right now.",ALL_OR_NOTHING
"Я всегда все порчу в отношениях, я проклят.",ALL_OR_NOTHING
"This university is absolute trash, nothing works here.",ALL_OR_NOTHING
"Никто и никогда меня не полюбит таким.",ALL_OR_NOTHING
"I failed the interview, I'm destined to be unemployed forever.",ALL_OR_NOTHING
"Все презирают меня.",ALL_OR_NOTHING
"My GPA dropped by 0.1, I'm a total failure.",ALL_OR_NOTHING
"I’ll never understand physics, my brain is broken.",ALL_OR_NOTHING
"Вокруг одни лицемеры, никому нельзя верить.",ALL_OR_NOTHING
"Every single group project I get the worst teammates in history.",ALL_OR_NOTHING
"If I don't lose weight, I'm disgusting.",ALL_OR_NOTHING
"Я абсолютно бесполезен для общества.",ALL_OR_NOTHING
"My parents are perfect and I am the black sheep.",ALL_OR_NOTHING
"Nobody replies to me, I must be invisible.",ALL_OR_NOTHING
"Это полный провал, хуже быть не может.",ALL_OR_NOTHING
"I will always be anxious, it never gets better.",ALL_OR_NOTHING
"Все нормальные люди уже нашли стажировку, кроме меня.",ALL_OR_NOTHING
"My creative writing is garbage, I should stop writing forever.",ALL_OR_NOTHING
"Я никогда не высплюсь.",ALL_OR_NOTHING
"Everything sucks.",ALL_OR_NOTHING
"I have zero friends.",ALL_OR_NOTHING
"Если я опоздаю на минуту, препод меня убьет.",ALL_OR_NOTHING
"There is absolutely no hope for me.",ALL_OR_NOTHING
"Я всегда выгляжу как клоун.",ALL_OR_NOTHING
"Everyone is fake.",ALL_OR_NOTHING
"I ruined everything with one text message.",ALL_OR_NOTHING
"Никто не ценит мой труд, абсолютно никто.",ALL_OR_NOTHING
"This is the worst day of my life.",ALL_OR_NOTHING
"I’m incapable of doing anything right.",ALL_OR_NOTHING
"Вся система против меня.",ALL_OR_NOTHING
"I’ll be alone for the rest of my life.",ALL_OR_NOTHING
"Это катастрофа вселенского масштаба.",ALL_OR_NOTHING
"I never win anything.",ALL_OR_NOTHING
"Все считают, что я ленивый, хотя я пашу как конь.",ALL_OR_NOTHING
"Nothing makes sense anymore.",ALL_OR_NOTHING
"Я полное ничтожество без диплома.",ALL_OR_NOTHING
"Every time I try, I fail.",ALL_OR_NOTHING
"У меня никогда не будет денег.",ALL_OR_NOTHING
"It’s either perfection or failure, there is no in-between.",ALL_OR_NOTHING
"Все ненавидят мой голос.",ALL_OR_NOTHING
"I’m completely done with people.",ALL_OR_NOTHING
"Моя жизнь — это одна большая ошибка.",ALL_OR_NOTHING
"Nobody understands my pain.",ALL_OR_NOTHING
"I am total trash at Valorant and at life.",ALL_OR_NOTHING
"Все всегда меня бросают.",ALL_OR_NOTHING
"It’s hopeless.",ALL_OR_NOTHING
"She looked at my shoes, she definitely thinks I'm poor.",MIND_READING
"Препод так посмотрел, будто я сказал самую тупую вещь в мире.",MIND_READING
"They didn't invite me, they must be talking behind my back.",MIND_READING
"I bet everyone in the Zoom call is laughing at my background.",MIND_READING
"Она не лайкнула фотку, я ей разонравился.",MIND_READING
"The barista was rude, I probably look ugly today.",MIND_READING
"Everyone thinks I'm a try-hard because I answer questions.",MIND_READING
"Родители молчат, они точно узнали про мои оценки.",MIND_READING
"He read my message and didn't reply, he's definitely ghosting me.",MIND_READING
"Все в спортзале смеются над тем, как я поднимаю веса.",MIND_READING
"I know the TA hates grading my papers.",MIND_READING
"Друзья переглянулись, это точно какой-то прикол надо мной.",MIND_READING
"They think I'm weird for eating alone.",MIND_READING
"Наверняка они обсуждают, как я опозорился на презентации.",MIND_READING
"She assumes I'm stupid just because I'm quiet.",MIND_READING
"В чате тишина, они точно создали отдельный чат без меня.",MIND_READING
"I feel like everyone is judging my acne.",MIND_READING
"Professor sighed, he definitely thinks I'm a lost cause.",MIND_READING
"Парень на остановке посмотрел криво, он хочет меня ударить.",MIND_READING
"They are only pretending to be my friends.",MIND_READING
"HR didn't smile, I definitely failed the interview.",MIND_READING
"Они думают, что я богатенький сынок, и ненавидят меня.",MIND_READING
"I just know she's going to break up with me.",MIND_READING
"Все думают, что я наркоман из-за моих синяков под глазами.",MIND_READING
"He thinks I'm flirting, but I'm just polite.",MIND_READING
"Она точно считает меня скучным.",MIND_READING
"People think I'm lazy but I have depression.",MIND_READING
"My roommate is slamming doors, she's mad at me.",MIND_READING
"Все уверены, что я не сдам этот экзамен.",MIND_READING
"They think I cheated.",MIND_READING
"Адвайзер наверняка считает меня проблемным студентом.",MIND_READING
"I know they are judging my music taste.",MIND_READING
"Они думают, я ничего не понимаю по-казахски.",MIND_READING
"Everyone assumes I'm okay but I'm not.",MIND_READING
